location,state,do,ph,co,bod,na,tc,year,wqi
PERIYAR AT KALADY,NAN,7.2,6.8,35,1.1,0.24,3483,2010,79.64
CHALIYAR AT KOOLIMADU,NAN,7,7.1,62,0.5,0.44,617,2010,82.94
CHALIYAR AT CHUNGAPALLY,NAN,7,7.1,5228,0.6,0.34,455,2010,87.66
"KALLADA AT PERUMTHOTTA MKADAVU, PUNALOOR",NAN,7.2,7,51,0.6,0.26,522,2010,82.94
MUVATTAPUZHA AT VETTIKKATTUMUKKU,NAN,6.7,6.9,62,1.2,0.46,2193,2010,79.64
CHALAKUDY AT PULICKALKANANDAVU,NAN,6.5,6.5,118,1.1,0.52,3080,2010,72.86
KARAMANA AT MOONNATTUMUKKU,NAN,0.6,7,1787,14.1,1.49,17500,2010,33.34
PAMBA AT CHENGANNUR,NAN,6.6,6.8,49,0.9,0.56,913,2010,79.64
KABBANI AT MUTHANKARA,NAN,6.8,7.3,67,0.6,0.4,935,2010,82.94
BHAVANI AT ELACHIVAZHY,NAN,7.3,7.4,104,0.6,0.44,430,2010,88.38
PERIYAR AT SEWAGE DISCHARGE POINT,NAN,6.5,6.7,39,1.2,0.26,4823,2010,76.34
MEENACHIL AT KIDANGOOR,NAN,7.2,6.5,45,0.9,0.46,1825,2010,73.04
MANIMALA  AT KALLOOPARA,NAN,7.4,6.9,65,0.9,0.56,1455,2010,79.64
PAMBA AT THAKAZHY,NAN,6.5,6.5,60,1,1.62,900,2010,73.04
ACHENKOIL AT THUMPAMON,NAN,6.6,6.9,57,0.9,0.37,650,2010,79.64
MANIMALA AT THONDRA,NAN,7.1,7,84,1,0.66,1485,2010,82.76
VAMANAPURAM,NAN,7.5,6.8,56,1.3,0.6,540,2010,79.64
ACHENKOIL AT CHENNITHULA,NAN,5.4,6.7,100,0.9,0.42,810,2010,70.54
AMARAVILA,NAN,7,6.9,66,0.7,0.45,900,2010,79.64
AYUR,NAN,7.1,6.9,75,0.6,0.73,583,2010,79.64
PAMBA DOWN,NAN,6.5,6.7,70,0.9,1.25,800,2010,76.34
THIRURANGADY,NAN,6.7,6.6,102,0.8,0.12,900,2010,72.86
KUTTIYADY ESTATE,NAN,7.1,6.8,27,0.6,0.22,198,2010,85.26
VALAYAM,NAN,6.9,7.1,46,0.5,0.33,373,2010,88.56
THALIPARAMBA,NAN,6.7,6.8,8291,1,0.53,250,2010,84.36
HOSDURG,NAN,6.2,7,12342,1.4,0.27,1600,2010,82.04
"KAKKADAVU,  KERALA",NAN,7.5,7.3,53,0.8,0.31,2225,2010,82.94
PADIYATHADKA,NAN,7.6,7.3,62,1,0.63,2180,2010,82.94
IRUMPANAM,NAN,2.2,6.4,625,2.3,1.29,6505,2010,37.44
R NEYYAR AT ARUVIPURAM,NAN,7.4,6.7,55,0.7,0.51,1088,2010,76.34
R MAMOM AT MAMOM BRIDGE,NAN,7,6.8,103,0.7,0.43,640,2010,79.46
R AYROOR AT AYROOR BRIDGE,NAN,5.3,6.9,109,1.3,0.66,685,2010,73.84
R ITHIKKARA AT ITHIKKARA,NAN,6.3,7,1392,0.7,0.85,535,2010,82.04
PALLICKAL AT NELLIMUKAL,NAN,6.7,7,71,0.5,0.29,433,2010,88.56
R KARUVANNURR AT KARUVANNUR BRIDGE,NAN,6,6.4,57,1.4,0.61,303,2010,72.06
PUZHACKAL AT PUZHACKAL BRIDGE,NAN,4.2,6.6,93,1.7,0.56,385,2010,67.24
R KEECHERI AT VADAKKANCHERY BRIDGE,NAN,5.1,6.7,88,1.9,0.63,713,2010,70.54
R THIRUR AT THALAKKADATHUR BRIDGE,NAN,5.3,6.4,4912,1.1,0.11,788,2010,59.92
R KADALUNDI AT HAJIRAPPALLY,NAN,6.9,7,84,0.9,0.08,803,2010,82.76
R KALLAI AT KALLAI BRIDGE,NAN,2.8,7.4,18256,1.6,0.47,2300,2010,53.94
CORAPUZHA AT KANAYANKODE,NAN,5.3,7.2,9753,0.9,0.26,2650,2010,76.42
R THALLASSERY AT PATHIPPALAM,NAN,6.5,5.8,67,0.4,0.54,520,2010,66.44
ANCHARAKANDY AT MERUVAMBA,NAN,6.9,6.1,86,0.6,0.49,183,2010,71.88
R KUPPAM AT RAYAROM,NAN,7,6.6,59,0.8,0.42,418,2010,78.66
RAMAPURAM AT RAMAPURAM BRIDGE,NAN,5.6,6.4,7904,1,0.4,278,2010,65.54
PERUVAMBA AT CHANDAPPURA,NAN,6.8,6,55,0.5,0.25,910,2010,66.44
R KAVVAI AT KUTTIYOL PALAM,NAN,6,5.9,105,1,0.63,195,2010,71.88
NEELASWARAM AT NAMBIARKAL DAM,NAN,6.3,7,2759,1.4,0.22,1400,2010,82.04
NAGAVALLI AT THOTAPALLI REGULATOR,NAN,6.5,7.6,312,1.1,2.41,354,2010,87.66
"VAMSHADHARA, KALINGAPATNAM, VIZIANAGARAM",NAN,6.4,7.7,203,1.1,3.34,357,2010,88.2
KALI AT D/S WEST COAST PAPER MILL,NAN,7.3,7.3,308,4.2,2.43,185,2010,82.98
"RUSHIKULYA AT GANJAM D/S, ",NAN,6.8,7.8,23761,1.9,0.67,460,2010,87.66
"NAGAVALLI AT JAYKAYPUR D/S, ",NAN,7.5,8.1,228,2.1,0.4,5850,2010,82.4
"NAGAVALLI AT RAYAGADA D/S, ",NAN,7.7,8.1,243,1.6,0.71,4450,2010,82.4
"PENTA U/S, JAYKAYPUR TOWN",NAN,7.6,7.9,191,1.4,0.13,1985,2010,82.58
"BUDHABALANGA, D/S OF BARIPADA TOWN",NAN,7.5,7.9,237,1.8,0.45,2425,2010,82.4
BUDHABALANGA AT BALASORE D/S,NAN,7.4,7.7,865,1.9,0.3,2675,2010,82.04
"RIVER KERANDI(INTAKE WELL OF NALCO REFINARY, HAL, SUNABEDA)",NAN,6.7,6.9,132,1.2,0.32,1823,2010,79.46
MUNIGUDA (D/S OF M/S VEDANTAALUMINA PROJECT),NAN,7.1,7.9,211,1.4,0.48,2098,2010,82.58
GUNUPUR (INTERSTATE BOUNDRY),NAN,6.7,7.9,182,1.1,0.24,1510,2010,82.58
GAUTAMINANGODAVARI RIVER,NAN,7.4,8.8,434,2,0.05,,2010,64.2
GAUTAMINANGODAVARI RIVER,NAN,6.4,8.3,565,2,0.05,,2010,70.8
CORINGA RIVER,NAN,6.9,8.8,238,4,0.05,,2010,59.88
MAHE RIVER,NAN,6.3,6.6,425,,,,2010,34.7
TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD. PAPAVINASAM,NAN,7.4,7,75,1.6,0.05,118,2010,88.56
"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY",NAN,7.2,6.8,70,1.8,0.09,148,2010,85.26
"TAMBIRAPARANI AT TIRUNELVELI, COLLECTORATE.",NAN,6.6,7,119,2.5,0.33,374,2010,88.38
TAMBIRAPARANI AT MURAPPANADU,NAN,6.9,7,236,1.9,0.25,157,2010,88.02
TAMBIRAPARANI AT PAPPANKULAM,NAN,7,6.9,73,1.7,0.4,144,2010,85.26
TAMBIRAPARANI AT RAIL BDG. NR. AMBASAMUDAM,NAN,7.2,6.9,75,1.5,0.2,128,2010,85.26
TAMBIRAPARANI AT ARUMUGANERI,NAN,6.9,7.2,385,2.3,0.13,196,2010,87.66
PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK,NAN,6.4,7.6,860,3.3,0.4,379,2010,82.98
"TAMBIRAPARANI AT KALLIDAI KURICHI, TIRUNELVELI",NAN,7.6,6.6,166,2,1.8,140,2010,78.3
"TAMBIRAPARANI AT SRIVAIKUNTAM, D/S OF SK ANAICUT, TIRUNELVELI",NAN,6.9,7.2,308,1.9,0.49,170,2010,87.66
"TAMBIRAPARANI AT VELLAKOIL, TIRUNELVELI",NAN,6.8,6.7,247,2.1,1.84,500,2010,81.42
"TAMBIRAPARANI AT SIVALAPERI, CONFLUENCE POINT OF KUTTRALAM FALLS, D/S OF PALAYAMKOTTAI, TIRUNELVELI",NAN,6.6,6.9,359,2.3,0.59,280,2010,84.36
"GHAGGAR GHNAN1 AT ROAD BRDG. SIRSA,DEBWALI ROAD,HARYANA",NAN,6.5,7.6,450,18,12,,2010,61.44
"GHAGGAR GHNAN2 AT CHANDARPUR SYPHON,  HARYANA",NAN,6.1,7.8,825,16,14,,2010,61.44
GHAGGAR AT D/S OF SURAJPUR,NAN,6.5,8.4,240,2.7,0.62,,2010,71.16
GHAGGAR BEFORE OTTU WEIR (BEFORE MIXING OF SATLUJ CANAL WATER) (HARYANA),NAN,6.9,7.8,480,18,16,,2010,61.44
"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB",NAN,5.6,6.7,807,10.8,2,7500,2010,60.46
"GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB",NAN,4.9,6.8,1097,26.5,4.8,46250,2010,46.9
"GHAGGAR NEAR BANKARPUR,DERA BASSI,PUNJAB",NAN,4.9,6.6,834,13.1,2.6,9500,2010,51.54
"GHAGGAR AT RATANHERI, D/S OF PATIALA NADI (AFTER CONFL.)",NAN,5.2,6.7,1027,28,5.9,57500,2010,49.22
"GAGGAR  ENTERING IN  FROM HARYANA NR RD NO. 629, ",NAN,3.3,7.9,897,1.3,0.97,12,2010,76.42
"GAGGAR D/S HANUMANGARH NEAR 2 KNJ NAI ABADI, MAKKASR, ",NAN,4.9,8,510,1.2,0.35,8,2010,82.04
"GHAGGER AT MOONAK, PUNJAB",NAN,5,6.9,1172,25.5,3.8,48750,2010,46.9
KALA AMB D/S MARKANDA RIVER,NAN,4.8,7.8,599,534.5,3.75,5000,2010,47.4
"D/S CHHATBIR, PUNJAB",NAN,4.7,6.7,906,25.3,7.7,47500,2010,43.6
"U/S DHAKANSU NALLAH, PUNJAB",NAN,5.4,6.8,883,15.4,5.1,21750,2010,52.52
"D/S DHAKANSU NALLAH, PUNJAB",NAN,5.1,7.6,1069,26.5,6.6,49250,2010,55.82
"D/S JHARMAL NADI, PUNJAB",NAN,4.2,7.6,1168,31.8,7.6,46500,2010,50.2
"U/S JHARMAL NADI, PUNJAB",NAN,4.8,6.6,905,15,3.3,10500,2010,40.3
"D/S SARDULGARH, PUNJAB",NAN,4.5,6.6,1269,30.3,4.1,42750,2010,40.3
"U/S SARDULGARH, PUNJAB",NAN,4.7,6.7,1216,26.8,3.7,31500,2010,43.6
"KODRA DAM, MOUNT ABU, ",NAN,5.2,7.3,465,0.9,0.59,9,2010,87.66
MARKANDA U/S KALA AMB,NAN,7.8,8.2,410,1.2,0.1,32,2010,93.28
MARKANDA D/S KALA AMB/ BOUNDARY OF HARYANA,NAN,6.7,8.12,396,1.53,0.15,29,2010,93.28
"MARKANDA AT PAONTA, DISTT. SIRMOUR, H.P.",NAN,8,8.1,403,0.8,0.1,25,2010,93.28
"IMPHAL AT MAHABALI, MANIPUR",NAN,4.88,7.94,149,2.65,,165,2010,74.34
"IMPHAL AT KOIRENGEI, MANIPUR",NAN,5.67,7.02,153,1.67,,22,2010,85.4
"IRIL AT PORAMPET, MANIPUR",NAN,6,6.9,300,2.23,,91,2010,81.92
"LILONG, MANIPUR",NAN,6.15,7.45,234,2,,222,2010,85.22
"HUMP BRIDGE, MANIPUR",NAN,2.7,7.35,357,8.45,,636,2010,41.78
"HEIRANGOITHONG, MANIPUR",NAN,2.98,7.52,422,5.53,,531,2010,46.46
"KIYAMGI, MANIPUR",NAN,5.48,7.42,180,2.08,,136,2010,79.78
"MINUTHONG(IMPHAL RIVER, MANIPUR",NAN,5.13,7.46,162,2.23,,211,2010,79.78
UMTREW AT BYRNIHAT EAST,NAN,7.85,7.13,254,6.68,3.35,488,2010,78.66
"KYRHUKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT.",NAN,6.58,6.5,655,5.93,4,60,2010,73.08
"MYNTDU RIVER JOWAI, MEGHALAYA",NAN,7.58,7.03,191,2.08,2.65,2900,2010,82.58
"GANOL RIVER TURA, MEGHALAYA",NAN,8.23,7.05,137,1.4,3.2,323,2010,88.38
SIMSANG RIVER WILLIAMNAGAR,MIZORAM,8.23,7.38,143,1.55,3.55,360,2010,88.38
TLAWNG UPSTREAM AIZAWL,MIZORAM,6.6,7.3,210,1.3,,242,2010,85.4
TLAWNG DOWNSTREAM AIZAWL,MIZORAM,6.8,7.2,220,1.5,,97,2010,85.4
TUIRIAL UPPER CATCHMENT,MIZORAM,6.8,7,317,1.5,,45,2010,90.48
TUIRIAL LOWER CATCHMENT,NAN,6.4,6.7,323,1.4,,205,2010,78.26
GUMTI AT U/S SOUTH TRIPURA,tripura,6.5,7.7,146,1.6,,390,2010,85.58
GUMTI AT D/S SOUTH TRIPURA,tripura,6.2,7.7,176,3.5,0.2,592,2010,77.9
"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, TRIPURA",tripura,6.3,8,198,4.2,0.3,686,2010,77.9
"DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,GUJARAT","DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,GUJARAT",7.3,7.4,332,0.7,0.3,12,2009,93.28
"DAMANGANGA AT KACHIGAON D\S (DAMAN),GUJARAT","DAMANGANGA AT KACHIGAON D\S (DAMAN),GUJARAT",6.5,7.5,21417,16.4,0.4,37,2009,83.92
"DAMANGANGA AT ZARI CAUSE WAY BRIDGE,DAMAN","DAMANGANGA AT ZARI CAUSE WAY BRIDGE,DAMAN",6.1,7.3,11855,12.5,18.6,902,2009,72.68
"DAMANGANGA DISCHARGE POINT OF DISTILLERY, DAMAN","DAMANGANGA DISCHARGE POINT OF DISTILLERY, DAMAN",6.3,7.4,24506,136,16.9,698,2009,58.64
"DAMANGANGA AT DAMAN JETTY, MOTI DAMAN","DAMANGANGA AT DAMAN JETTY, MOTI DAMAN",5.9,7.5,25343,56.5,7.7,1800,2009,67.06
"DAMANGANGA VAPI WEIR,VAPI, DAMAN","DAMANGANGA VAPI WEIR,VAPI, DAMAN",6.6,7.8,371,,4.1,1800,2009,58.64
"DAMANGANGA AT LAVACHA TEMPLE, SILVASSA","DAMANGANGA AT LAVACHA TEMPLE, SILVASSA",6.2,7.4,368,8,3.2,1075,2009,72.68
"DAMANGANGA D/S OF M/S SURAT BEVERAGES, VILLAGE DADRA, SILVASSA","DAMANGANGA D/S OF M/S SURAT BEVERAGES, VILLAGE DADRA, SILVASSA",6.7,7.7,354,4,2.6,947,2009,77.36
"DAMANGANGA AT NAROLI BRIDGE, SILVASSA","DAMANGANGA AT NAROLI BRIDGE, SILVASSA",6.8,8,374,21,1.5,1800,2009,72.68
"DAMANGANGA AT VILLAGE NAMDHA, VAPI","DAMANGANGA AT VILLAGE NAMDHA, VAPI",5.9,7.4,7173,12,58.1,607,2009,65.94
"DAMANGANGA AT D/S OF MADHUBAN, DAMAN","DAMANGANGA AT D/S OF MADHUBAN, DAMAN",7.3,7.4,332,0.7,0.3,12,2009,93.28
BALEHWAR KHADI AT N.H. NO. 8,BALEHWAR KHADI AT N.H. NO. 8,5.7,8,601,7.4,0.5,28666,2009,55.82
RIVER PURNA ON BRIDGE AT SURATNANNAVSARI HIGHWAY,RIVER PURNA ON BRIDGE AT SURATNANNAVSARI HIGHWAY,4.7,8.3,753,3.7,0.5,21333,2009,54.88
RIVER KAVERI ON BRIDGE AT BILLIMORANANVALSAD ROAD,RIVER KAVERI ON BRIDGE AT BILLIMORANANVALSAD ROAD,5.8,7.8,16177,3,0.5,25000,2009,65.18
RIVER DHADAR AT KOTHADA,RIVER DHADAR AT KOTHADA,2.5,7.5,1108,6,0.6,85,2009,54.88
"AMBIKA AT BILIMORA, GUJARAT","AMBIKA AT BILIMORA, GUJARAT",6.1,8.1,14921,3.2,0.3,23625,2009,66.12
"AMLAKHADI AFTER CONFL. OF W. WATER FROM ANKLESH,GUJARAT","AMLAKHADI AFTER CONFL. OF W. WATER FROM ANKLESH,GUJARAT",0.6,7.1,3115,36.5,1.7,15425,2009,33.34
"BHADAR D/S JETPUR VILL. AFTER CONF. OF W.WATER FROM JETPUR CITY,GUJARAT","BHADAR D/S JETPUR VILL. AFTER CONF. OF W.WATER FROM JETPUR CITY,GUJARAT",3.2,7.8,5073,5.8,0.2,1366,2009,60.5
"MINDHOLA AT STATE HIGHWAY BRIDGE SACHIN, GUJARAT","MINDHOLA AT STATE HIGHWAY BRIDGE SACHIN, GUJARAT",4.2,8.2,901,6.7,0.4,21500,2009,50.2
RIVER BHOGAVO D/S OF SURENDRANAGAR.,RIVER BHOGAVO D/S OF SURENDRANAGAR.,2.9,8.3,11405,5.6,0.1,148,2009,54.88
"TRIVENI SANGAM, NR. SOMNATH TEMPLE, VERAVAL, DIST. JUNAGADH.","TRIVENI SANGAM, NR. SOMNATH TEMPLE, VERAVAL, DIST. JUNAGADH.",5,7.7,47156,3.1,0.1,114,2009,71.74
"ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS, GOA","ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS, GOA",7.2,6.3,14100,1.6,0.41,17,2009,76.78
"MANDOVI AT NEGHBOURHOOD OF PANAJI, GOA","MANDOVI AT NEGHBOURHOOD OF PANAJI, GOA",5.5,7.8,401,1.3,0.21,5,2009,93.28
ZUARI AT PANCHAWADI,ZUARI AT PANCHAWADI,6.2,6.9,11000,1.3,0.48,17,2009,89.98
"MANDOVI AT TONCA, MARCELA, GOA","MANDOVI AT TONCA, MARCELA, GOA",6.5,6.8,30190,2.3,0.04,8,2009,89.98
"RIVER KALNA AT CHANDELNAN PERNEM, GOA","RIVER KALNA AT CHANDELNAN PERNEM, GOA",8.1,7.7,7400,2.6,0.1,130,2009,87.66
"RIVER VALVANT AT SANKLI NAN BICHOLIM, GOA","RIVER VALVANT AT SANKLI NAN BICHOLIM, GOA",7.8,6.4,609,2.3,0.08,70,2009,71.16
"RIVER MADAI AT DABOS NAN  VALPOI, GOA","RIVER MADAI AT DABOS NAN  VALPOI, GOA",7.8,6.4,90,2,,17,2009,74.7
"RIVER KHANDEPAR AT OPA NAN PONDA, GOA","RIVER KHANDEPAR AT OPA NAN PONDA, GOA",7.2,6.5,8240,1.6,0.25,46,2009,83.38
"RIVER TALPONA AT CANACONA, GOA","RIVER TALPONA AT CANACONA, GOA",4.2,7.6,5543,0.7,0.18,8,2009,82.04
"RIVER ASSONORA AT ASSONORA, GOA","RIVER ASSONORA AT ASSONORA, GOA",6.5,6.4,505,1.6,0.13,13,2009,76.78
"RIVER KHANDEPAR AT CODLI NEAR BRIDGE ,U/S OPA WATERWORKS,SANGUEM","RIVER KHANDEPAR AT CODLI NEAR BRIDGE ,U/S OPA WATERWORKS,SANGUEM",7.4,6.9,3844,2,0.15,10,2009,89.98
"RIVER SAL PAZORKHONI,CUNCOLIM(NEAR CULVERT MARGAONAN CANACONA NATIONAL HIGHWAY)","RIVER SAL PAZORKHONI,CUNCOLIM(NEAR CULVERT MARGAONAN CANACONA NATIONAL HIGHWAY)",5.4,7,7692,1.7,0.92,48,2009,87.66
"RIVER KUSHAWATI NEAR BUND AT KEVONA,RIVON,SANGUEM","RIVER KUSHAWATI NEAR BUND AT KEVONA,RIVON,SANGUEM",6.6,7.2,692,1.9,0.34,175,2009,87.66
"RIVER SAL NEAR HOTEL LEELA MOBOR,CAVELOSSIM","RIVER SAL NEAR HOTEL LEELA MOBOR,CAVELOSSIM",5.1,7.5,,2.3,0.38,1754,2009,76.42
RIVER MAPUSA ON CULVERT ON HIGHWAY MAPUSANANPANAJI,RIVER MAPUSA ON CULVERT ON HIGHWAY MAPUSANANPANAJI,7.3,6.8,20640,2.5,0.42,162,2009,84.36
"RIVER CHAPORA NEAR ALORNA FORT ,PERNEM","RIVER CHAPORA NEAR ALORNA FORT ,PERNEM",7.2,6.9,5350,2.2,0.28,206,2009,84.36
"RIVER BICHOLIM VARAZAN NAGAR , BICHOLIM","RIVER BICHOLIM VARAZAN NAGAR , BICHOLIM",7,6.8,4800,3,0.32,126,2009,84.36
"KALU AT ATALE VILLAGE, MAHARASHTRA","KALU AT ATALE VILLAGE, MAHARASHTRA",5.5,7.7,8092,7.6,0.72,800,2009,67.06
"ULHAS AT U/S OF NRC BUND AT MOHANE, MAHARASHTRA","ULHAS AT U/S OF NRC BUND AT MOHANE, MAHARASHTRA",6.9,7.6,136,3.8,0.26,309,2009,83.7
"ULHAS AT U/S OF BADLAPUR, MAHARASHTRA","ULHAS AT U/S OF BADLAPUR, MAHARASHTRA",6.9,7.7,120,3.9,0.37,280,2009,83.7
"BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS), MAHARASHTRA","BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS), MAHARASHTRA",6.7,8,111,3.6,0.31,143,2009,83.7
"PATALGANGA NEAR INTAKE OF MIDC W/W, MAHARASHTRA","PATALGANGA NEAR INTAKE OF MIDC W/W, MAHARASHTRA",6.9,7.3,229,3.8,0.68,257,2009,83.34
ULHAS RIVER ATJAMBHUL WATER WORKS.,ULHAS RIVER ATJAMBHUL WATER WORKS.,6.8,7.5,171,3.8,0.34,199,2009,83.52
VASHISTI RIVER AT U/S OF THREE M PAPER MILLS NEAR M/S MULTIFILMS PLASTIC PVT. LTD. AT KHERDI.,VASHISTI RIVER AT U/S OF THREE M PAPER MILLS NEAR M/S MULTIFILMS PLASTIC PVT. LTD. AT KHERDI.,6.9,7.3,183,2.2,1.25,56,2009,88.2
MITHI RIVER,MITHI RIVER,3.3,7.6,29464,19.4,1.78,1536,2009,55.82
KUNDALIKA RIVER AT ARE KHURD ( SALINE ZONE ),KUNDALIKA RIVER AT ARE KHURD ( SALINE ZONE ),5.4,7.2,925,11.7,0.78,512,2009,67.06
SAVITRI RIVER AT OVALE VILLAGE.,SAVITRI RIVER AT OVALE VILLAGE.,6.2,7.2,13848,2.5,4.11,127,2009,87.66
"PATALGANGA AT SHILPHATA, MAHARASHTRA","PATALGANGA AT SHILPHATA, MAHARASHTRA",7,7.4,225,3.8,0.26,375,2009,83.52
"KUNDALIKA AT ROHA CITY, MAHARASHTRA","KUNDALIKA AT ROHA CITY, MAHARASHTRA",6.6,8.1,102,3.9,0.26,345,2009,83.7
"PERIYAR NEAR ALWAYENANELOOR, KERALA","PERIYAR NEAR ALWAYENANELOOR, KERALA",8.1,6.3,1414,1.1,0.31,690,2009,65.54
"PERIYAR AT KALADY, KERALA","PERIYAR AT KALADY, KERALA",6.9,6.8,41,0.8,0.22,1487,2009,79.64
"CHALIYAR AT KOOLIMADU, KERALA","CHALIYAR AT KOOLIMADU, KERALA",6.9,6.9,78,0.5,0.23,703,2009,79.46
"CHALIYAR AT CHUNGAPALLY, KERALA","CHALIYAR AT CHUNGAPALLY, KERALA",6.7,6.9,5507,0.6,0.28,715,2009,78.74
"KALLADA AT PERUMTHOTTAMKADAVU, PUNALOOR, KERALA","KALLADA AT PERUMTHOTTAMKADAVU, PUNALOOR, KERALA",7.3,7,49,0.7,0.66,445,2009,88.56
"MUVATTAPUZHA AT VETTIKKATTUMUKKU, KERALA","MUVATTAPUZHA AT VETTIKKATTUMUKKU, KERALA",6.7,6.7,67,1.3,0.4,1025,2009,76.34
"CHALAKUDY AT PULICKALKANANDAVU, KERALA","CHALAKUDY AT PULICKALKANANDAVU, KERALA",6.5,6.6,109,1.2,0.37,679,2009,72.86
"KARAMANA AT MOONNATTUMUKKU, KERALA","KARAMANA AT MOONNATTUMUKKU, KERALA",0.7,6.6,4235,12.5,1.48,59417,2009,23.44
"PAMBA AT CHENGANNUR, KERALA","PAMBA AT CHENGANNUR, KERALA",6.9,6.5,108,1,0.42,1083,2009,72.86
"PERIYAR AT SEWAGE DISCHARGE POINT, KERALA","PERIYAR AT SEWAGE DISCHARGE POINT, KERALA",6.4,6.6,48,1,0.25,603,2009,73.04
"MEENACHIL AT KIDANGOOR, KERALA","MEENACHIL AT KIDANGOOR, KERALA",7.2,6.7,109,0.8,0.44,1400,2009,76.16
"MANIMALA  AT KALLOOPARA, KERALA","MANIMALA  AT KALLOOPARA, KERALA",6.8,7.1,61,1.5,0.5,485,2009,88.56
"PAMBA AT THAKAZHY, KERALA","PAMBA AT THAKAZHY, KERALA",6.1,6.7,244,0.9,0.33,1113,2009,75.8
"ACHENKOIL AT THUMPAMON, KERALA","ACHENKOIL AT THUMPAMON, KERALA",6.8,7,62,0.6,0.93,434,2009,88.56
"MANIMALA AT THONDRA, KERALA","MANIMALA AT THONDRA, KERALA",7.1,7,59,0.8,0.71,890,2009,82.94
"VAMANAPURAM, KERALA","VAMANAPURAM, KERALA",7.4,6.6,64,0.7,0.29,1425,2009,73.04
"ACHENKOIL AT CHENNITHULA, KERALA","ACHENKOIL AT CHENNITHULA, KERALA",6.4,7,79,0.8,0.73,493,2009,88.38
"NEYYAR AMARAVILA, KERALA","NEYYAR AMARAVILA, KERALA",7.2,6.7,73,0.9,0.28,2150,2009,76.34
"AYUR, KERALA","AYUR, KERALA",6.2,7,83,0.6,0.93,505,2009,82.76
"PAMBA DOWN, KERALA","PAMBA DOWN, KERALA",6.1,6.7,55,1.4,0.55,1450,2009,76.34
"THIRURANGADY, KERALA","THIRURANGADY, KERALA",6.6,6.5,79,0.8,0.13,650,2009,72.86
"KUTTIYADY ESTATE, KERALA","KUTTIYADY ESTATE, KERALA",6.9,6.7,198,0.3,0.2,180,2009,81.6
"MAHI VALAYAM, KERALA","MAHI VALAYAM, KERALA",7.3,6.5,44,0.5,0.21,400,2009,78.66
"KUPPAM THALIPARAMBA, KERALA","KUPPAM THALIPARAMBA, KERALA",6.2,6.6,15738,1,0.93,360,2009,77.76
"NEELASHWER HOSDURG, KERALA","NEELASHWER HOSDURG, KERALA",5.2,7.1,18459,1,0.13,918,2009,76.42
"KORINGODA KAKKADAVU,  KERALA","KORINGODA KAKKADAVU,  KERALA",7.4,7,45,1.1,0.11,1933,2009,82.94
"CHANDRIGIRI PADIYATHADKA, KERALA","CHANDRIGIRI PADIYATHADKA, KERALA",7.6,6.7,52,1.1,0.11,963,2009,76.34
"CHAITRAPUZHA IRUMPANAM, KERALA","CHAITRAPUZHA IRUMPANAM, KERALA",2.9,6.3,841,2,1.07,913,2009,37.44
R NEYYAR AT ARUVIPURAM,R NEYYAR AT ARUVIPURAM,6.6,6.7,72,0.7,0.32,1655,2009,76.34
R MAMOM AT MAMOM BRIDGE,R MAMOM AT MAMOM BRIDGE,6.4,6.7,122,0.7,0.34,1630,2009,76.16
R AYROOR AT AYROOR BRIDGE,R AYROOR AT AYROOR BRIDGE,5.4,6.6,102,0.9,0.26,1913,2009,67.24
R ITHIKKARA AT ITHIKKARA,R ITHIKKARA AT ITHIKKARA,6.2,7,5656,0.9,1.05,289,2009,87.66
R PALLICKAL AT NELLIMUKAL,R PALLICKAL AT NELLIMUKAL,6.9,7.1,71,0.5,0.26,246,2009,88.56
R KARUVANNURR AT KARUVANNUR BRIDGE,R KARUVANNURR AT KARUVANNUR BRIDGE,6.7,6.5,55,0.9,0.6,500,2009,78.66
R PUZHACKAL AT PUZHACKAL BRIDGE,R PUZHACKAL AT PUZHACKAL BRIDGE,5.7,6.7,127,1.9,0.35,473,2009,76.16
R KEECHERI AT VADAKKANCHERY BRIDGE,R KEECHERI AT VADAKKANCHERY BRIDGE,6,6.9,77,1.8,0.61,500,2009,85.08
R THIRUR AT THALAKKADATHUR BRIDGE,R THIRUR AT THALAKKADATHUR BRIDGE,5.2,6.1,4968,1.1,0.14,820,2009,59.92
R KADALUNDI AT HAJIRAPPALLY,R KADALUNDI AT HAJIRAPPALLY,7.4,6.4,78,1.2,0.12,720,2009,66.26
R KALLAI AT KALLAI BRIDGE,R KALLAI AT KALLAI BRIDGE,3.5,7.3,20430,1.3,0.62,1290,2009,65.18
